data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;;;
Hotel sujo; roupa de cama encardida; vazamento por todo lado no banheiro; sem cabide; sem copo;" uma toalha de rosto para 2 pessoas. Copo de plástico. Etc""";1;;;;;;
18 de outubro de 2024;Fantástico;O hotel é bem localizado, limpo e os funcionários são bem educados. O café da manhã é bem farto e bem gostoso. Passe 5 dias nesse hotel e estou bem satisfeita com a minha estadia.;;9;;;;;;;;
17 de outubro de 2024;Decepcionante;Localização, perto do aeroporto, razão da minha escolha pois tinha um vôo.;Atendimento, recepção desatenciosa, pouco amável. O único sofá de 2 lugares na na recepção com os assentos afundando. Corredores dos quartos fedendo a cigarro. ;;;;;;;;;
Fiz check-in às 14 hrs e não havia toalhas disponíveis;" que só chegaram às 15:30.""";4;;;;;;;;;;
14 de outubro de 2024;Fantástico;Localização ;;;;;;;;;;
"Atendimento""";As toalhas entregues na recepção sem a embalagem correta.;9;;;;;;;;;;
14 de outubro de 2024;Decepcionante;O hotel está bem localizado, com muitas opções de restaurantes no entorno. O café da manhã também foi bom, com opções de frutas, bebidas e massas.;O tamanho bastante reduzido do quarto foi o primeiro impacto negativo, depois foi a qualidade dos móveis, muitos deles danificados, e por último foi a luta para conseguir toalhas limpas. Após muito esperar, meu namorado teve que descer enfurecido até a recepção e exigir toalhas, algo mínimo que qualquer hóspede deveria ter acesso sem estresses, considerando o status do espaço. Não foi horrível, mas esperávamos bem mais, principalmente pelo valor que desembolçamos.;4;;;;;;;;
14 de outubro de 2024;Aceitável;Gostei do café da manhã, mesmo chegando no final do horário ainda tinha todas as opções do início do café.;Assim que cheguei no hotel pra fazer o check-in fui informado que estariam sem roupa de banho( toalhas de banho, toalhas de rosto, tapetes), primeiro absurdo, pois é a segunda vez que me hospedo na rede Andrade e simplesmente é uma decepção, primeira vez faltou água e a segunda toalhas. ;;;;;;;;;
algo tão básico mas que fazem falta; tive problema também com a comunicação entre hotel e o booking;" o quarto possuía infiltração.""";5;;;;;;;;;
13 de outubro de 2024;Hotel sofrível. Não vale a pena.;Só o café e localização.;Não tem pano de chão, não tem toalha, cama ruim, Hotel mal conservado, não indico!;2;;;;;;;;
9 de outubro de 2024;Decepcionante;O atendimento da funcionária.;O quarto não tinha toalhas. Solicitei e demorou três horas para me trazerem uma toalha.;4;;;;;;;;
8 de outubro de 2024;me decepcionei;só gostei do café;não tinha toalhas no quarto. precisei descer 2 vezes para pegar a toalha, sendo que muitos hóspedes estavam na mesma situação que eu, solicitando toalhas... quarto com escada de ferro para ter acesso as camas, complicado para subir as malas;4;;;;;;;;
8 de outubro de 2024;Boa localização, porém precisam evoluir em muito o atendimento. E entregar o que foi pago no app.;Custo benefício e localização. Hotel próximo ao aeroporto e a praia.;Mau atendimento da equipe do hotel. Desde o momento do pagamento estive com dúvidas e algumas dificuldades, porém só me pediam para aguardar. Foi resolvido no dia do checkin, causando um desconforto e nervosismo, com medo de perder a estadia.;;;;;;;;;
Também relacionado ao atendimento; e qualidade do serviço; reservei um quarto pelo app; com as devidas informaçõs do que seria ofertado; e chegando ao quarto não haviam toalhas; e ao solicitar informaram que não estava incluso. Apenas após provar; com prints do app; e da estadia contratada; além de muitas ligações e ter que ir até o saguão cobrar; me foi concedido duas toalhas. O chuveiro era elétrico e não estava aquecendo; ao informar;" disseram que arrumariam apenas no próximo dia.""";5
5 de outubro de 2024;Estadia horrível. Em frente ao hotel tem um canal com água parada que fede muito. O hotel todo fica fedendo a esgoto. Nã;Nada;Apartamento pequeno, banheiro sujo e fedendo esgoto no corredor;2;;;;;;;;
5 de outubro de 2024;A falta de toalhas;Preço;A falta de toalhas;4;;;;;;;;
5 de outubro de 2024;Evitar esta rede de hotéis;A experiência foi bem traumática, isso fez com que não fosse possível curtir e descansar direito.;Check in demorado e sem boa acolhida, não haviam toalhas de banho e rosto. Cheguei de uma longa viagem, mais de 10 horas para participar de um evento, e não conseguir nem tomar banho foi horrível. Pior ainda é que retornando do evento após às 22h não haviam entregues as toalhas, o que só aconteceu às 23h20. Banheiro sujo (paredes com meleca de nariz e cabelos de quem se hospedou antes) e com vazamento de água do banho. Solicitei arrumação do quarto 2 vezes e a situação continuou, nem sequer o lençol foi substituído. O assento do vaso sanitário estava quebrado e o banheiro tinha forte odor dos ralos. Não tive uma boa impressão e experiência, pois as solicitações não eram atendidas, parece que é algo crônico e comum para eles.;4;;;;;;;;
2 de outubro de 2024;Péssimo atendimento e desorganização total com a quantidade de clientes que irão se hospedar na rede!;Nada.;Tive uma reserva agendada e paga atencipadamente pelo booking e entrei em contato com o hotel duas vezes avisando sobre o check-in tardio que eu e minha família precisaríamos realizar, pois o nosso voo chegar em Recife às 23:40h e os dois contatos que fiz me confirmaram o nosso recebimento no hotel, porém, ao chegarmos lá por volta de 00:30h o hotel não tinha quarto triplo disponível para nos acomodar! Eu estava com criança, chegamos tarde, super cansados e sairíamos cedo do local, pois iríamos de transfer para Japaratinga na manhã seguinte. Me ofereceram hospedar a gente em quarto separados, porém estávamos com mala compartilhada. Nos transferiram pra um hotel no centro da cidade, super longe da saída e do aeroporto (local que precisávamos estar próximo devido ao transfer do dia seguinte), sem contar a grosseria do funcionário para solucionar o nosso problema! Não recomendo, não indico e não confiem se a reserva de vocês forem para check-in depois do horário do hotel, pois corre o risco de ficarem sem quarto como nós ficamos!;1;;;;;;;;
1º de outubro de 2024;Não indico;Localização;Falta de limpeza, ambiente com muito cheiro de mofo;1;;;;;;;;
27 de setembro de 2024;Nunca mais me hospedo na rede!;Somente os funcionários que são atenciosos.;Fica a 30 metros de um esgoto fétido, dezenas de pedintes, camas desconfortáveis, quarto velho, enfim ruim e caro pois me cobraram até o estacionamento e pisou fora do hotel os pedintes cercam.;1;;;;;;;;
25 de setembro de 2024;Decepcionante;;Móveis estragados, parede com manchas de vazamentos, colchão velho e desconfortável, travesseiros desconfortáveis, chuveiro ruim, porta do banheiro com madeira podre na parte inferior, não oferece secador de cabelos. Não deixam toalhas no quarto, mesmo confirmando reserva .;4;;;;;;;;
25 de setembro de 2024;Não retorno!;Localização;Cama colchão afundado no meio,lençol com cheiro ruim , banheiro encardido, café com pouca opção , estacionamento cheio de entulho e cheiro forte!;1;;;;;;;;
22 de setembro de 2024;Apesar desses 2 problemas eu fiquei satisfeito com o hotel.;Café da manhã muito bom.Localização muito boa.;Fiquei hospedado nesse hotel 2 vezes;;;;;;;;;
21 de setembro de 2024;Aceitável;Bem localizado, fácil aceitação dos motoristas de aplicativo e com restaurantes próximos.;;;;;;;;;;
"O quarto é confortável.""";A limpeza apesar de ser diária, não tem a troca da roupa de cama e toalha. O que no meu ponto de vista a troca deveria acontecer pelo menos de dois em dois dias.;5;;;;;;;;;;
20 de setembro de 2024;Precisa melhorar muito p ter o nome de hotel;A troca do apartamento pois sou alérgica a mofo então m mudaram de apartamento , não existe hóspede solicitar roupa de banho e a resposta não 👎 👎 ter n momento uma coisa tão simples;O hotel de frente ao canal de esgoto muito odor , o café da manhã 🥣 🌅 sempre o mesmo cardápio;3;;;;;;;;
16 de setembro de 2024;Deixou muitas coisas a desejar, no último dia da estadia não tinha nem toalha de banho, tivemos que;O café da manhã deixou a desejar;Na verdade muita coisa poderia melhorar;3;;;;;;;;
14 de setembro de 2024;Ótima;Limpeza e funcionários educados e prestativos;;9;;;;;;;;
14 de setembro de 2024;Aceitável;Quarto com mofo;Almofadas não eram confortáveis;5;;;;;;;;
11 de setembro de 2024;Aceitável;Boa localização;Faltou toalhas de banho e rosto;;;;;;;;;
11 de setembro de 2024;Tranquilidade;Ótimo atendimento, café da manhã estava ótimo, servimos ótimo;;10;;;;;;;;
9 de setembro de 2024;Aceitável;Da limpeza , ar;Café , recepção.: algumas;5;;;;;;;;
8 de setembro de 2024;Fantástico;Ambiente tranquilo, as instalações foram precisas, o localização ótima, ambiente limpo, e bem cuidado;Gostei muito, voltaria outras vezes, super recomendo;9;;;;;;;;
7 de setembro de 2024;Excepcional;Localização perfeita, funcionários atenciosos e acomodações maravilhosa.;Nada há reclamar;10;;;;;;;;
6 de setembro de 2024;Fantástico;;Não tinha margarina, e o hotel tinha uma estrutura antiga.;9;;;;;;;;
5 de setembro de 2024;Horrível;Localização;Camas pessimas, lençóis terríveis de baixa qualidade, banheiro não estava bem limpo, travesseiros horríveis, mofo no quarto, cortina suja.;2;;;;;;;;
5 de setembro de 2024;Foi razoável;Localização é boa;Recepcionistas que estavam no horário que eu cheguei foi muito ríspida. Café da manhã com poucas opções, camas não é muito confortável, estacionamento é pago e não tem p todos os hóspedes.;5;;;;;;;;
3 de setembro de 2024;Ruim;;qualidade do café da manha muito ruim, poucas opções. Os sucos eram feitos de pozinho . Demoravam a repor as coisas quando acabavam . Horrível garagem , tínhamos que descer do carro e ir na recepção toda vez para abrirem o portão.;3;;;;;;;;
1º de setembro de 2024;Péssima!;Nada!;Quarto escuro, banheiro vazando e com barulhos de goteira, não disponibilizam camas de casal, camas de solteiro super desconfortável, sem falar no barulho infernal de pombos onde fica a condensadora do ar-condicionado, cobertores finos e travesseiros sem espuma. Para piorar, cheguei na recepção e as duas recepcionistas conversando normalmente e continuaram com a minha chegada, depois de minutos uma das perguntou o que eu queria. Achei um absurdo!;1;;;;;;;;
30 de agosto de 2024;Lugar bom pra dormir perto da praia.;Acomodações confortáveis e chuveiro quente.;;;;;;;;;;
"Ótima localização.""";O bolo chocolate do café da manha estava estragado, pouca opção de café da manhã, toalhas não chegaram no quarto, elevadores velhos, taxa absurda para animal pequeno, estacionamento caro, não tinha shampoo nem condicionador, uma chave só por quarto.;5;;;;;;;;;;
30 de agosto de 2024;Excepcional;O a tendemento;;10;;;;;;;;
27 de agosto de 2024;Recomendo! já fui duas vezes, só não conseguiu ir a terceira porque não tinha quartos disponíveis.;Localização;Ter que pagar a vaga de garagem por fora. (não incluso no valor da diária).;9;;;;;;;;
24 de agosto de 2024;Fantástico;Proximidade da praia;.;9;;;;;;;;
21 de agosto de 2024;Aceitável;Hotel próximo de tudo. Supermercado, Mc Donalds, restaurante. Consegui fazer check in 30min antes.;Apesar de ser bem centralizado. É um hotel antigo, quartos com a infraestrutura precisando de reformas. Toalhas velhas, banheiro com odor do ralo forte.;5;;;;;;;;
20 de agosto de 2024;Aceitável;Localização;Estrutura muito antiga, merece uma manutenção.;5;;;;;;;;
17 de agosto de 2024;Ótima;Excelente café da manhã , bem servido , bastante variedades;;10;;;;;;;;
17 de agosto de 2024;Se for pra poucos dias, atende.;Gostei da localização. Farmácia, restaurantes e praia perto. O café da manhã é simples, sem variedades, mas é bom. Fui bem atendido pela equipe de funcionários.;Não gostei das instalações. Estado de conservação ruim, móveis antigos, tive que mudar de quarto pois o ar condicionado não esfriava. O colchão velho, fiquei com dor nas costas. Elevador demora demais. Precisa melhorar.;5;;;;;;;;
17 de agosto de 2024;Aceitável;Localização;Paredes com mofo, ar-condicionado precisando ser higienizado e pêlos na parede do chuveiro.;5;;;;;;;;
16 de agosto de 2024;Inviável para hospedagem;Do ar condicionado e localização;Espaço grande na recepção,porém não há decoração nem acomodação.;;;;;;;;;
As recepcionistas são antipáticas.;;;;;;;;;;;;
Não há recursos financeiro para troco.;;;;;;;;;;;;
Para uso da garagem;paga-se um valor adicional de 25;00.;;;;;;;;;;
Nos quartos não há disponibilidade de toalhas de mão e tapete para banheiro as toalhas de banho são velhas e descosturadas além de furadas.;;;;;;;;;;;;
Num quarto para casal;só tinha uma toalha de banho.;;;;;;;;;;;
O refeitório está localizado em área exposta à recepção .;;;;;;;;;;;;
"Não voltarei.""";4;;;;;;;;;;;
15 de agosto de 2024;Avaliações no meu ponto de vista.;Cama confortável, tv atualizada e ar condicionado gelando bem. Que é normal do que vc paga e contrata é o mínimo que tem que ter.;Sei que manter um hotel tem suas dificuldades, porém pelo que o hotel oferece no site esses pontos me deixaram chateadas porque é algo que tem um custo baixo e poderia melhorar principalmente com reciclagem dos Funcionários, equipe mal educada,setor café da manhã e principalmente recepção.café da manhã péssimo, suco não é da fruta, pães e bolos secos, todo dia a mesma coisa salsicha e ovo mechido, cuscuz seco e banana cozinhada. Limpeza péssima, toalhas, parece pano de chão, roupas de camas não são cheirosas. obs: tinha uma barata no banheiro e o banheiro fede a tubulação de esgoto, porta sem identificação do número do quarto.;3;;;;;;;;
14 de agosto de 2024;Constrangimento total;Café da manhã legal, localização boa.;Constrangimento passei pois hotel queria me cobrar duas diárias, fui acordado 06:50 da manhã com telefone da recepção mandando eu ir na recepção e me fazendo cobrança por algo que eu já tinha pago.;1;;;;;;;;
8 de agosto de 2024;Da próxima vez não irei me hospedar nesse hotel.;Localização boa.;Travesseiros de péssima qualidade, e ao solicitar mais um travesseiro o hotel informou que não tinha no estabelecimento. ;;;;;;;;;
Toalhas e roupa de cama em péssimo estado de conservação; inclusive quando chegamos ao quarto; não havia toalha para os dois hóspedes; box vazando. ;;;;;;;;;
Café da manhã razoável;" nada de extraordinário.""";3;;;;;;;;;;
5 de agosto de 2024;Nessesaria;A localização;Quarto com mofo cama descontável;5;;;;;;;;
5 de agosto de 2024;Excepcional;O estadia foi muito confortável. Tudo tranquilo o café da manhã muito bom e muito bem atendido.;Café da manhã;10;;;;;;;;
5 de agosto de 2024;Ótima localização;Da localização;Quarto estava totalmente sem condições de ser locado , banheiro sem box , ralo saindo , janela suja , espelho velho e a limpeza não foi realizada no dia;1;;;;;;;;
