data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;
22 de janeiro de 2023;Bom;Da localização.;Da limpeza, que caracaterizava-se pelo forte odor de produtos de limpeza e da iluminação do quarto 412, que era precaria, com uma lâmpada que não funcionava. A falta de estacionamento também é um outro problema.;7;;;;;;
19 de janeiro de 2023;Muito a melhorar;Localização, quarto grande.;Gerador incomodando, resto de reforma no apt, sem gancho p toalha, colchão muito mole .;7;;;;;;
16 de janeiro de 2023;Bom;localização e tamanho dos quartos;poucos elevadores, hotel um pouco antigo (poderia melhorar com reformas);7;;;;;;
15 de janeiro de 2023;Pelo valor acho que vale à pena;localização;estrutura antiga;7;;;;;;
14 de janeiro de 2023;Muito bom;Área externa;Acomodações com cheiro de mofo, e sem manutenção.;8;;;;;;
14 de janeiro de 2023;Um Bom Hotel para se Hospedar;A atenção da maioria dos funcionários, ótima localização e a limpeza do quarto.;Bom dia! Não gostei do armário, que não estava forrado e sem cabides, sem lençóis e houve demora quando solicitei a recepção. E a refeição do jantar, macarrão a bolonhesa, excesso de molho e pouca carne. E houve tbm a limpeza no quarto, sem minha solicitação;;;;;;;
12 de janeiro de 2023;Pra descansar enquanto aguarda um voou;Localização;Não tem estacionamento;7;;;;;;
11 de janeiro de 2023;Bom;Localização, segurança;Muitas goteiras no Hall do prédio, não tem Estacionamento.;7;;;;;;
10 de janeiro de 2023;Muito bom;Funcionários muito receptivos e agradáveis. Foi ótimo!;;8;;;;;;
10 de janeiro de 2023;Bom;Estrutura física e localização boa.;Manutenção precária do quarto, defeito em fechadura, cartão chave trocado todos os dias, arrumação e troca de toalhas não realizadas .;7;;;;;;
9 de janeiro de 2023;🙃;A localização é o ponto forte. O bom atendimento dos funcionários é acolhedor. O café da manhã é bom.;Fiz o checkin depois das 16h e ainda tive que aguardar 30 minutos pois o quarto não estava desocupado e muito menos limpo. A rua não dá oportunidade para parar e/ou estacionar, como o estabelecimento não dispõe de estacionamento privativo, meu carro ficou à mercê da sorte numa rua próxima. Só tem um elevador para hóspedes, o que gera uma espera quando precisamos deslocar. Os travesseiros são super finos, não tem fronha, os lençóis estavam amarelados e as toalhas são bem ásperas. Havia resto de comida no frigobar.;7;;;;;;
8 de janeiro de 2023;Boa;Piscina ;;;;;;;;
Quarto ;;;;;;;;;;
"Receptividade""";Não gostei muito da cozinha;8;;;;;;;;
8 de janeiro de 2023;localização 10, bem próximo a praia de boa viagem, apenas para dormir, serve pela localização;quartos amplos, acomodaram 3 camas tranquilamente;quartos antigos, ar condicionado pingando água no quarto, banheiro com janela quebrada, descarga vazando água;7;;;;;;
8 de janeiro de 2023;Experiência no Hotel;Pontos positivos- atendimento dos funcionários, café da manhã muito bom com uma diversidade de doces e salgados, localização e limpeza. Atendimento dos funcionários do restaurante. Atendimento do funcionário da recepção que auxiliou de forma gentil com as malas para levar para o quarto.;Pontos negativos- banheiro com a pia entupida (falei duas vezes e não resolveram). Fiquei por um tempo esperando na recepção para dar entrada, só fizeram quando fui reclamar e perguntar o motivo pelo qual atenderam primeiro um grupo que chegou bem depois e não me atenderam primeiro.;7;;;;;;
7 de janeiro de 2023;Bom;Boa;A porta do quarto e falta de garagem;7;;;;;;
6 de janeiro de 2023;atendimento muito bom. tirando as observações acima. tudo ótimo;quarto amplo, chuveiro muito bom!;A TV não era smart. tinha no controle as opções mas nao pegava Netflix nem outros. Pelo o controle do meu quarto troquei mas o mesmo não pegava direito na hora de ligar.;;;;;;;
Problema de estacionamento é péssimo. Tivemos dificuldade para achar vagas aos arredores;;;;;;;;;;
do hotel. Logo quando fui fazer a reserva vi que tinha estacionamento;;;;;;;;;;
depois não tinha;;;;;;;;;;
mas no momento não tinha essa observação;" só apareceu depois.""";9;;;;;;;;
5 de janeiro de 2023;Muito bom;Localização;Elevador, falta de água, cartão tendo que carregar.;8;;;;;;
5 de janeiro de 2023;muito bom;café da manhã ,piscina e café da manhã;tava em reforma alguns quartos e incomodou um pouco o barulho no início da manhã;8;;;;;;
5 de janeiro de 2023;custo benefício bom;localização;a princípio dos colchões, reclamei e fui pra outro quarto com colchões novos;9;;;;;;
4 de janeiro de 2023;Um bom custo benefício;muito confortável e bem localizado;chuveiro não esquenta;8;;;;;;
3 de janeiro de 2023;Aram Recife;Atendimento, localização e café da manhã.;Ter que validar a chave toda vez que sai do apartamento.;9;;;;;;
2 de janeiro de 2023;alguns contratempos, mas vale a pena;os quartos são limpos e a localização excelente.;os funcionários não são preparados adequadamente para receber hóspedes. só tinham 2 funcionários para o check-in. E para o check-out apenas 1. muita demora em Realizar os mesmos.;7;;;;;;
2 de janeiro de 2023;Minha percepção;do quarto;café da manhã muito fraco;8;;;;;;
1º de janeiro de 2023;Fantástico;Custo benefício, funcionários do hotel...;Sem estacionamento, vagas na rua quase que indisponível passei um tempão pra conseguir estacionar próximo ao hotel....;9;;;;;;
1º de janeiro de 2023;Fantástico;Café maravilhoso, atendimento dos funcionários durante o café, solicitação com respostas rápidas, gostamos demais do tempo em família nesse local, super recomendo, pertinho da praia!!;o horário do check kin;9;;;;;;
1º de janeiro de 2023;Fantástico;Localização, atendimento, alimentação.;Banheira não funciona, precisa de mais opções de reserva,;9;;;;;;
30 de dezembro de 2022;O hotel superou minhas expectativas;Verifiquei nessa vez que o hotel instalou novo ar no quarto, melhorando a temperatura do quarto. Além disso, não ouvi nenhum barulho desta vez, na última vez estavam fazendo muito barulho por causa da reforma que estava acontecendo no hotel. O café da manhã muito bom. O atendimento também muito bom. O hotel está de parabéns pela evolução na questão da estrutura, o atendimento já era bom e continuou com o mesmo padrão. Entre o valor pago e o que foi oferecido, acredito que o hotel atingiu as expectativas. Acredito também que o atendimento melhorou mais (já era bom). Por fim, recomendo esse hotel por causa do custo-benefício em relação, ao valor, atendimento, adoro o café da manhã do hotel. O hotel é bem localizado. Gostei da limpeza. Achei bastante confortável. O quarto (fiquei sozinho no quarto) era muito espaçoso (dava para caminhar dentro do quarto rs e organizar as coisas), adorei.;O cartão que abre a porta do quarto não estava funcionando direito.;9;;;;;;
26 de dezembro de 2022;satisfatória;Espaçosa e limpa! OBS: o funcionário loirinho do café da manhã é um amor, super simpático e prestativo.;do papel higiênico kk;9;;;;;;
26 de dezembro de 2022;Fantástico;localização ótima;;;;;;;;
bom atendimento;;;;;;;;;;
"vista para o mar""";;9;;;;;;;;
22 de dezembro de 2022;Bom;funcionários educados e solícitos.;as quedas frequentes de energia, chuveiro sem água quente e algumas infiltrações no quarto.;7;;;;;;
19 de dezembro de 2022;Dificuldade em disponibilizar quarto para casal;O café da manhã é excelente.;A recepcionista dificultou bastante para colocar um quarto disponível com cama de casal conforme fiz a aquisição pelo booking. Além de nos colocarmos de primeira em um quarto totalmente inadequado e com a estrutura totalmente vulnerável e cama suja e desconfortável.;8;;;;;;
19 de dezembro de 2022;Fantástico;Ótima localização, excelente café da manhã, funcionários bastante solícitos.;O guarda roupa do quarto estava velho e a reserva era para casal, porém no quarto havia uma cama de casal e mais uma de solteiro.;9;;;;;;
18 de dezembro de 2022;Muito bom;localização e atendimento;instalação antiga;8;;;;;;
17 de dezembro de 2022;Boa. Os colaboradores prontos para tirar qualquer dúvida.. Atendimento excelente.;Excelente, com várias opções. Boa localização.;Estacionamento.;8;;;;;;
15 de dezembro de 2022;Bom;Bom atendimento na recepção e restaurante. Café da manhã e almoço muito bons.;Roupa de cama e banho amareladas. As toalhas poidas e muita finas.;7;;;;;;
15 de dezembro de 2022;Bom;da receptividade dos funcionários;Do cheiro de mofo e baixa iluminação no quarto.;7;;;;;;
12 de dezembro de 2022;Poderia ser melhor;Localização;Banheiros, ar condicionado e café da manhã;7;;;;;;
11 de dezembro de 2022;Bom;Com certeza o café da manhã;A cama é péssima, trocamos de quarto mas a cama era pior ainda.;7;;;;;;
7 de dezembro de 2022;Bom custo benefício;O café da manhã é excepcional, um banquete, a localização muito boa, funcionários super atenciosos.;Instalações antigas, o ar condicionado não tem opção de regular a temperatura, ou muito frio ou nada, um dos dias que fui utilizar a piscina tinha um grupo de jovens jogando futebol na área, tive que falar com a recepção para pararaem.;7;;;;;;
5 de dezembro de 2022;Fantástico;Os funcionários merecem mais que 5 estrelas. Ótimo atendimento desde a porta, recepção, garçons. Você de verdade se sente em casa. Pessoas alto astral. A limpeza no restaurante é super. A reposição dos alimentos muito rápida. Carinho com nossa pet. Para mim foi o melhor atendimento que recebemos em nossa viagem... Obrigada a todo(As. Em breve voltaremos e o Aram será nossa segunda casa.;A limpeza do banheiro poderia melhorar um pouquinho. Trocarem desinfetante por detergente neutro e um pouco de álcool ajuda a tirar o excesso de produtos do piso. As toalhas estavam um pouco manchadas, a roupa de cama também. Mas a gentileza dos funcionários superam qualquer outro problema... Preço justo para o que recebemos. Boa internet. Cafe da manhã maravilhoso.;9;;;;;;
4 de dezembro de 2022;Muito bom;Ótimo. Variedade boa.;;;;;;;;
Só faltou a opção de salsicha...alegaram que era o dia de frango desfiado. ;;;;;;;;;;
"Bom deixar as duas opções para o cliente escolher.""";Sem estacionamento. Tivemos que colocar o carro na rua...em frente ao hotel . E ainda fomos incomodados para tirarmos o carro, por motivo de ficar a caçamba de lixo. Alegaram que o estacionamento estava em reforma.;8;;;;;;;;
4 de dezembro de 2022;maravilhoso;tudo, inclusive o café da manhã da rede aram nunca decepciona. sem contar a moça que fica na recepção do café da manhã, que é simpatia em pessoa ;;;;;;;;
todos os que trabalham no Buffet de café da manhã;" estão de parabéns.""";;9;;;;;;;
4 de dezembro de 2022;Bom, mas pode melhorar;Localização, muito bem localizado. Um bom café da manhã.;Serviço de quarto para ser pedido tinha que ser justificado (constrangedor). No primeiro dia o maior elevador estava quebrado, vazamento de água no teto da recepção.;7;;;;;;
2 de dezembro de 2022;Muito bom;Instalações muito boa, conforto e comodidade.;;;;;;;;
"Cafe da manhã excelente.""";A funcionária do hotel que confere o consumo do frigobar simplesmente entrou no quarto estando eu e meu namorado dentro do quarto, é no mínimo um absurdo.;8;;;;;;;;
1º de dezembro de 2022;Muito Boa. Recomendável.;Café da manhã muito bom. Atendimento e localização muito bons. Opções para comer e beber bem próximo ao hotel.;Conforto das camas deixa a desejar.;8;;;;;;
30 de novembro de 2022;Muito bom;Café da manhã excelente.;;;;;;;;
Os funcionários atenciosos;;;;;;;;;;
"O quarto bom""";A cobrança de 10% de serviço no buffet;8;;;;;;;;
25 de novembro de 2022;Foi bom;gostei da equipe de recepção localização;Banheiro chuveiro estava com defeito cartão de entrada no quarto dando defeito e elevador também as comidas servidas pode melhorar;7;;;;;;
21 de novembro de 2022;Estrutura de organização perfeita,porém alguns quesitos de estrutura de manutenção a desejar;Localização ótima, perto das praias...serviço de recepção maravilhoso, desde o colaborador Tamerson ,Thiago,pessoal do café da manhã ( colaborador que está fazendo Enfermagem é pra mim o cartão de visitas de um bom dia)...ou seja uma estrutura organizacional perfeita;Do chuveiro que faltava água, secador que funcionava só quando queria.;8;;;;;;
20 de novembro de 2022;Valeu a pena;Atendimento muito bom, eesde o check-in ao café da manhã;Não disponibilizam estacionamento;8;;;;;;
17 de novembro de 2022;Muito boa!;café da manhã muito bom, os funcionários muito educados, boa localização, o quarto limpo e amplo.;apenas o colchão da cama de casal… muito mole.;8;;;;;;
16 de novembro de 2022;funcionários maravilhosos. café da manhã espetacular.;sim;ar condicionado sem controle manual;9;;;;;;
16 de novembro de 2022;Fantástico;Café da manha e muito bom;;9;;;;;;
9 de novembro de 2022;Bom;Atendimento;Reforma no hotel, barulho desagradaveis;7;;;;;;
9 de novembro de 2022;Bom;Atendimento;Hotel em reforma, alguns ruídos desagradáveis ao dia, Tb no final de semana.;7;;;;;;
4 de novembro de 2022;Estadia razoável. Cumpre com o custo benefício.;É um custo benefício bom. Café da manhã bem bom.;Achei as roupas de cama e toalhas com um aspecto de velhas e amareladas.;7;;;;;;
3 de novembro de 2022;Boa;Café da manhã, localização e quarto grande.;Elevador pequeno e antigo e recepção pequena.;8;;;;;;
3 de novembro de 2022;Muito bom;A localização do hotel fica muito perto da praia, cama confortável,simpatia dos funcionários. Custo benefício muito bom para quem vai passar poucos dias.;O Hotel está passando por reforma e estavam usando algum equipamento no andar de cima que fazia muito barulho e incomodou , toalhas eram bem usadas apesar de higienizadas tinham algumas manchas.A iluminação do quarto poderia ser mais clara.Mas como está passando por reforma acredito que esses problemas serão resolvidos.;8;;;;;;
1º de novembro de 2022;Um bom custo benefício;As camas são, a localização é muito boa, café da manhã excelente!!;banheiro estava com mal cheiro, vazo estava solto, faltava um box;9;;;;;;
31 de outubro de 2022;Fantástico;Tudo;;9;;;;;;
31 de outubro de 2022;Muito bom;Quarto agradável , limpeza ok , piscina limpa e café da manhã satisfatório.;O custo da diária um pouco alto.;8;;;;;;
31 de outubro de 2022;Muito bom;Localização, custo beneficio;;;;;;;;
29 de outubro de 2022;Confortável e tranquila.;Gostei da localização, e os quartos reformados.;O trilho do box e bem baixo, assim como parte do teto do quarto rebaixado. Bati a cabeça várias vezes no trilho do box do chuveiro e não é possível colocar uma camiseta sem esbarrar com as mãos no teto.;7;;;;;;
29 de outubro de 2022;Ficamos somente um dia, para pegar o avião no outro, foi bom para a finalidade. Café da manhã excepcional…;Ficamos somente 01 dia (pernoite para irmos para o aeroporto), o café da manhã é excepcional , a ducha do banheiro também!;quarto muito escuro, a lâmpada da entrada estava queimada (mas mesmo com ela, continua escuro. Me deu fobia rsrs;8;;;;;;
