data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota
13 de junho de 2024;A minha estadia no Hotel Porto Madeira atendeu a todas minhas necessidades nesta viagem a trabalho.;A gentileza da equipe, desde a portaria até ao restaurante e camareiras.;Em cima do vaso sanitário caia pingos de água com um frequência razoável, e eu ficava com a sensação que o vaso do andar superior estava vazando em mim.;8
31 de maio de 2024;Fantástico;A localização e o tamanho do quarto;Nada;9
31 de maio de 2024;Muito bom;Hotel bem localizado;;
26 de maio de 2024;Muito bom;Localização espetacular. Acesso aos melhores restaurantes caminhando.;Acústica do quarto é ruim. Ouve-se tudo o que ocorre fora.;8
25 de maio de 2024;Muito bom;Café da manhã muito bom. Ótima localização;Roupas de cama. Pedimos cobertas, mandaram um cobre leito bem surrado. Não dá para ficar com o ar condicionado desligado e janelas abertas, o piso transpira e fica molhado,nunca tinha visto isso;8
21 de maio de 2024;Fantástico;;Ar condicionado do quarto estava desregulado. Muito frio na primeira noite e não conseguia baixar a temperatura.;9
15 de maio de 2024;Hotel a beira mar com bela vista da piscina;A localização é muito boa, bem em frente a praia e a piscina tem uma vista linda. O café da manhã também era muito bom.;Os quartos são muito barulhentos, ouve-se tudo dos outros quartos e corredores. E o pessoal do hotel as vezes fala bem alto. Além disso, um fato bem desagradável foi que entrou uma barata no quarto;8
11 de maio de 2024;Muito agradável;Quarto amplo, bem iluminado, boa limpeza, temperatura da água adequada. Hotel reformado recentemente. Boa comida. Boa localização.;Sem problemas;9
6 de maio de 2024;Vale a pena.;Atendimento excelente em todos os ambientes do hotel. Café da manhã maravilhoso. Vista panorâmica da piscina perfeita. Localização ótima!;Eu li algumas avaliações que mencionavam o cheiro de mofo. É verdade. Logo na entrada da recepção o cheiro é bem forte. Na escada também. No quarto não tive problema com mofo. Parecia recém reformado. ;
5 de maio de 2024;Bom custo-benefício;Localização;;
3 de maio de 2024;Muito bom;O café da manhã é bom, a limpeza, a atenção dos funcionários.;;8
30 de abril de 2024;Muito boa;O café da manhã é excelente e bastante completo, com alguns toques regionais, como macaxeira frita e cuscuz. Além disso, a localização é próxima à orla da praia, e o Wi-Fi é ótimo, funcionando perfeitamente nos dias em que precisei trabalhar em home office. O pessoal do hotel é sempre muito solicito também e o serviço de quarto é muito bom.;Em relação ao espaço para home office, por ser um quarto projetado para duas pessoas, senti falta de uma segunda cadeira para trabalho. Felizmente, como estava acompanhada de meu marido, ele passava mais tempo nos eventos do que no hotel, o que minimizou o inconveniente. No entanto, considero que seria uma adição valiosa, especialmente considerando a ênfase do hotel na realização de eventos.;
26 de abril de 2024;Excelente localização em Recife;Hotel com excelente localização, à beira mar. Café da manhã bem servido, com serviço de preparo de omeletes e tapiocas. Quarto bastante espaçoso. Os melhores quartos são os de frente para o mar nos andares mais altos.;Não possui estacionamento nem serviço de valet.;8
22 de abril de 2024;Fantástico;Vista perfeita!;Banheiro pequeno na área do box.;9
22 de abril de 2024;Fantástico;Atendimento muito bom ;;
21 de abril de 2024;não me hospedaria novamente nesse hotel.;o que café da manhã é muito variado. nota 10;das instalações da acomodação. quarto antigo, cama desconfortável. Funcionários atenciosos.;7
20 de abril de 2024;apesar do calor muiiiiito intenso para quem é do sul do País, foi considerada uma boa experiencia.;Com vários ítens da região o café pode ser considerado muito bom.;;
19 de abril de 2024;Bom;Da piscina ;;
17 de abril de 2024;Boa opção em Boa Viagem;Localização, limpeza e tamanho do quarto.;o café da manhã poderia ser mais gostoso, apesar da quantidade de opções.;8
14 de abril de 2024;Bom;Localização;O quarto necessita de reforma;7
11 de abril de 2024;Quase ótimo;Funcionários prestativos, simpáticos, educados e gentis. Ótima localização, café da manhã variado e farto. Pedi para fazer check out um pouco mais tarde e me atenderam com presteza. Caipiroska gostosa!;A limpeza do quarto deixou um pouco a desejar, algum produto de limpeza deixou o chão do quarto um pouco grudento e com marcas de pegadas, um dos lençois não parecia ter sido lavado, mas creio não ser um problema recorrente. O bar da piscina não funciona.;8
11 de abril de 2024;Muito bom;Tamanho;Colchão;8
10 de abril de 2024;Um hotel razoável e muito bem localizado.;Café da manhã muito bom. ;;
7 de abril de 2024;Bom mais muito caro;Localização;Preço alto;8
6 de abril de 2024;Muito bom;Localização, hospitalidade, quarto.;Sem comentários;8
2 de abril de 2024;Bom;Localização;Quarto velho, com cheiro de mofo;7
2 de abril de 2024;Bom;Café da manhã é otimo, gentileza dos funcionários e localização do hotel... excelentes!;Precisa melhorar a limpeza. ;
2 de abril de 2024;Muito bom;Posição e o quarto muito espaçoso;;8
1º de abril de 2024;Uma boa estadia para quem procura boa localização e café da manhã incluso;Gostei muito da localização, o atendimento também estava adequado. Café da manhã ótimo, com uma pessoa que faz cuzcuz, tapioca e omeletes na hora.;Achei que o quarto, acredito que por ter um ar central, parecia sempre estar úmido próximo a porta de entrada do quarto, o que incomodou um pouco.;8
31 de março de 2024;Bom custo benefício pela localização;Localização;Hotel antigo, com acomodação antiga. Sem funcionários para te recepcionar com as malas. Tive que levar minhas malas até o quarto.;8
25 de março de 2024;Muito bom;localização, cafe da manha muito bom;acessorios de banho, chuveiro;8
22 de março de 2024;Muito bom;Da localização, café da manhã e atendimento.;Apenas o ar condicionado que por ser uma central antiga não tem um bom desempenho.;8
21 de março de 2024;Fantástico;Da localização e do café da manhã;Da falta de estacionamento no local;9
20 de março de 2024;Excelente;Café da manhã, camas e banheiro excelentes!!!;Deveria ter a opção de quartos para pessoas com baixa mobilidade, voltados para o mar.;9
20 de março de 2024;Satisfatório;Boa qualidade dos lençóis, travesseiros, banheiro com itens novos, limpos. O café da manhã é excelente!;Na Academia do hotel os aparelhos de ginástica pareciam não ideais para uso frequente e mostraram sinais de desgaste.;9
18 de março de 2024;Fantástico;café da manhã;banheiro;9
17 de março de 2024;Fantástico;café maravilhoso;O espaço para quarto triplo poderia ser um pouquinho maior;9
14 de março de 2024;Localização excelente!;Localização , atendimento dos colaboradores;Achei o quarto sem muita ventilação externa. 🥹;9
14 de março de 2024;Bom;Localização. Quarto limpo.;O isolamento acústico do hotel é péssimo.;7
12 de março de 2024;Fantástico;Quartos amplos e bem limpos;Achei a piscina pequena para a estrutura do hotel;9
10 de março de 2024;dentro do esperado;O apto era grande e foi de frente para praia, não sei se todos são assim pelas reservas, mas foi muito bom. O café da manhã é excelente, farto.;não ter uma sauna funcionando.;9
4 de março de 2024;Bom custo-benefício;A localização, o café da manhã, o chuveiro e a refrigeração dos quartos são incríveis. A vista do mar para o quarto é incrível.;A limpeza poderia ser melhorada e alguns acessórios dos banheiros(torneiras e chuveirinho) estavam com vazamentos. E o box do chuveiro é apertado, alguém com sobrepeso pode não conseguir entrar.;9
3 de março de 2024;Excelente custo-benefício;O atendimento de todos os funcionários (recepção, restaurante, governança, atendimento telefônico, etc) é excelente! Presteza, profissionalismo, amabilidade, simpatia, eficiência, dentre outras, foram aspectos que tornaram nossa estada muito acolhedora e agradável. A localização é magnífica!;Falta de manobrista, ausência de alguém para ajudar com as malas na chegada e saída e ruídos de obra no hotel em alguns momentos da estada.;8
3 de março de 2024;Excelente;Excelente acomodação, quarto super confortável.;;9
1º de março de 2024;Muito bom;Atendimento, localização e o café da manhã;Instalações do quarto.;8
27 de fevereiro de 2024;CustoXBenefício 100%;A atenção e presteza dos funcionarios do hotel é maravilhosa! A localização é incrível! A vista é deslumbrante!;Havia barulho de obras durante o dia no hotel. Mas imaginamos que logo vai acabar!;9
26 de fevereiro de 2024;Bom;Café da manhã;Instalações muito antigas. Ar central dificulta a refrigeração tornando quarto muito quente;7
24 de fevereiro de 2024;Muito bom;Café da manhã;Ar condicionado central. Não refrigera suficiente.;
23 de fevereiro de 2024;Localização e café da manhã tops;Muito bom o café da manhã em qualidade, variedade e atendimento . ;;
22 de fevereiro de 2024;Fantástico;Localização x custo benefício;Nadai;9
19 de fevereiro de 2024;Muito bom;Café da manhã excelente. Localização muito boa.;Achei a cama um pouco mole demais. Mas fora isso tudo mto bom.;8
19 de fevereiro de 2024;Fantástico;Custo-benefício, facilidade de comunicação, localização e vista do mar.;;9
16 de fevereiro de 2024;Fantástico;A reforma nos apartamentos deixou os ambientes mais confortáveis;;9
15 de fevereiro de 2024;Bom;Localização. Um dos poucos hotéis a beira mar na região.;O cheiro nos corredores do andar onde me hospedei. Cheiro forte , acho que naftalina. Agora me arrependo de não ter pedido troca de quarto.;7
14 de fevereiro de 2024;Bom;Cafe da manhã excelente;Falta de ar condicionado nos corredores dos quartos, deixando o ambiente muito úmido. Falta de ventilação no banheiro deixando ele sempre úmido também, falta de stream com a conta do hotel.;7
12 de fevereiro de 2024;Excelentes funcionários;Localização ótima, excelente custo benefício, café da manhã farto, funcionários muito educados, em especial o recepcionista Wilson e o moço que trabalha na piscina, todos muito simpáticos;Quarto com muito cheiro de mofo quando chegamos, apesar de ser um hotel que diz ter acessibilidade, a piscina (única área de lazer) não é acessível. Só é possível ir de escada. Minha mãe usa muleta e foi custoso pra ela subir, um idoso mais debilitado ou pessoa de cadeira de rodas não conseguiria;9
12 de fevereiro de 2024;Fantástico;Localização excelente. Fácil acesso à praia e à cidade. Bons serviços.;;9
10 de fevereiro de 2024;Fantástico;Piscina, localização e tamanho do quarto. Restaurante bom no hotel.;Colchão muito mole;9
9 de fevereiro de 2024;Ótimo custo-benefício;Quarto confortável. A cama é muito boa. O chuveiro também. A localização é ótima, em frente a uma parte bem tranquila da praia. Funcionários muito simpáticos e prestativos.;A área da piscina é bem menor do que aparenta na foto, tem apenas 3 espreguiçadeiras, e não tem mais o bar (embora vc posso fazer pedido pelo telefone). Ainda assim, voltaria mais vezes.;9
8 de fevereiro de 2024;Custo beneficio muito bom;Café da manhã muito bom, varias opções.;;
8 de fevereiro de 2024;Custo beneficio, justo. Recomendável para próximas ferias.;Localização, em frente para o Mar. Praia limpa! Café da manha muito bom. Conforto e limpeza do quarto. Pessoal muito gentil. Dona Geralda da tapioca, omelete e crepes muito simpática e sempre de bom humor.;;
7 de fevereiro de 2024;voltarei;local, atendimento, banheiro, café da manhã, prêço;falta de estacionamento;8
6 de fevereiro de 2024;Estadia confortavel e tranquila;Boa localizacao, conforto e servico adequado.;Nao se aplica;8
4 de fevereiro de 2024;BOA;O Hotel fica em local residencial. Os funcionários são ótimos! Só acho que poderia melhorar as camas e o valor das refeições no hotel. (Almoço);Da cama, da umidade do quarto, do mofo no quarto, do preço do almoço.;7
4 de fevereiro de 2024;Agradável;Café da manhã gostoso, cama extra grande, praia em frente limpa, quarto grande, funcionários solícitos. A tapioca feita na hora cedo é deliciosa.;Banheiro sem ventilação (janela ou exaustor), a área da piscina não condiz com as fotos, é bem pequena. Faltou opção de leite sem lactose no café da manhã (hoje em dia todo lugar que ficamos tem, facilita muito).;7
3 de fevereiro de 2024;Não estará mais nas minhas opções de hospedagem.;Localização perfeita.;Limpeza, camas desconfortáveis e muito barulho devido eventos no hotel acontecer no mesmo andar dos quartos. Fiquei no 1 andar. Ao solicitar informações senti pouca vontade em ajudar na recepção.;7
31 de janeiro de 2024;Excelente localização, ótimo atendimento dos funcionários.;Cama, excelente servicio dos funcionários.;É antigo, mas não tem como melhorar isso… é um hotel praiano;9
